(1, 2, 5, 4, 3, 6, 7, 8): -46.06843143067582
(1, 2, 5, 4, 3, 6, 8, 7): -46.06843143067582
(1, 2, 5, 4, 3, 7, 6, 8): -46.06843143067582
(1, 2, 5, 4, 3, 7, 8, 6): -46.06843143067582
(1, 2, 5, 4, 3, 8, 6, 7): -46.06843143067582
(1, 2, 5, 4, 3, 8, 7, 6): -46.06843143067582
(1, 2, 6, 3, 4, 5, 7, 8): 0
(1, 2, 6, 3, 4, 5, 8, 7): 0
(1, 2, 6, 3, 4, 7, 5, 8): 0
(1, 2, 6, 3, 4, 7, 8, 5): 0
(1, 2, 6, 3, 4, 8, 5, 7): 0
(1, 2, 6, 3, 4, 8, 7, 5): 0
(1, 2, 6, 3, 5, 4, 7, 8): 0
(1, 2, 6, 3, 5, 4, 8, 7): 0
(1, 2, 6, 3, 5, 7, 4, 8): 0
(1, 2, 6, 3, 5, 7, 8, 4): 0
(1, 2, 6, 3, 5, 8, 4, 7): 0
(1, 2, 6, 3, 5, 8, 7, 4): 0
(1, 2, 6, 3, 7, 4, 5, 8): 0
(1, 2, 6, 3, 7, 4, 8, 5): 0
(1, 2, 6, 3, 7, 5, 4, 8): 0
(1, 2, 6, 3, 7, 5, 8, 4): 0
(1, 2, 6, 3, 7, 8, 4, 5): 0
(1, 2, 6, 3, 7, 8, 5, 4): 0
(1, 2, 6, 3, 8, 4, 5, 7): 0
(1, 2, 6, 3, 8, 4, 7, 5): 0
(1, 2, 6, 3, 8, 5, 4, 7): 0
(1, 2, 6, 3, 8, 5, 7, 4): 0
(1, 2, 6, 3, 8, 7, 4, 5): 0
(1, 2, 6, 3, 8, 7, 5, 4): 0
(1, 2, 6, 4, 3, 5, 7, 8): 0
(1, 2, 6, 4, 3, 5, 8, 7): 0
(1, 2, 6, 4, 3, 7, 5, 8): 0
(1, 2, 6, 4, 3, 7, 8, 5): 0
(1, 2, 6, 4, 3, 8, 5, 7): 0
(1, 2, 6, 4, 3, 8, 7, 5): 0
(1, 2, 6, 4, 5, 3, 7, 8): 0
(1, 2, 6, 4, 5, 3, 8, 7): 0
(1, 2, 6, 4, 5, 7, 3, 8): 0
(1, 2, 6, 4, 5, 7, 8, 3): 0
(1, 2, 6, 4, 5, 8, 3, 7): 0
(1, 2, 6, 4, 5, 8, 7, 3): 0
(1, 2, 6, 4, 7, 3, 5, 8): 0
(1, 2, 6, 4, 7, 3, 8, 5): 0
(1, 2, 6, 4, 7, 5, 3, 8): 0
(1, 2, 6, 4, 7, 5, 8, 3): 0
(1, 2, 6, 4, 7, 8, 3, 5): 0
(1, 2, 6, 4, 7, 8, 5, 3): 0
(1, 2, 6, 4, 8, 3, 5, 7): 0
(1, 2, 6, 4, 8, 3, 7, 5): 0
(1, 2, 6, 4, 8, 5, 3, 7): 0
(1, 2, 6, 4, 8, 5, 7, 3): 0
(1, 2, 6, 4, 8, 7, 3, 5): 0
(1, 2, 6, 4, 8, 7, 5, 3): 0
(1, 2, 6, 5, 3, 4, 7, 8): 0
(1, 2, 6, 5, 3, 4, 8, 7): 0
(1, 2, 6, 5, 3, 7, 4, 8): 0
(1, 2, 6, 5, 3, 7, 8, 4): 0
(1, 2, 6, 5, 3, 8, 4, 7): 0
(1, 2, 6, 5, 3, 8, 7, 4): 0
(1, 2, 6, 5, 4, 3, 7, 8): 0
(1, 2, 6, 5, 4, 3, 8, 7): 0
(1, 2, 6, 5, 4, 7, 3, 8): 0
(1, 2, 6, 5, 4, 7, 8, 3): 0
(1, 2, 6, 5, 4, 8, 3, 7): 0
(1, 2, 6, 5, 4, 8, 7, 3): 0
(1, 2, 6, 5, 7, 3, 4, 8): 0
(1, 2, 6, 5, 7, 3, 8, 4): 0
(1, 2, 6, 5, 7, 4, 3, 8): 0
(1, 2, 6, 5, 7, 4, 8, 3): 0
(1, 2, 6, 5, 7, 8, 3, 4): 0
(1, 2, 6, 5, 7, 8, 4, 3): 0
(1, 2, 6, 5, 8, 3, 4, 7): 0
(1, 2, 6, 5, 8, 3, 7, 4): 0
(1, 2, 6, 5, 8, 4, 3, 7): 0
(1, 2, 6, 5, 8, 4, 7, 3): 0
(1, 2, 6, 5, 8, 7, 3, 4): 0
(1, 2, 6, 5, 8, 7, 4, 3): 0
(1, 2, 6, 7, 3, 4, 5, 8): 0
(1, 2, 6, 7, 3, 4, 8, 5): 0
(1, 2, 6, 7, 3, 5, 4, 8): 0
(1, 2, 6, 7, 3, 5, 8, 4): 0
(1, 2, 6, 7, 3, 8, 4, 5): 0
(1, 2, 6, 7, 3, 8, 5, 4): 0
(1, 2, 6, 7, 4, 3, 5, 8): 0
(1, 2, 6, 7, 4, 3, 8, 5): 0
(1, 2, 6, 7, 4, 5, 3, 8): 0
(1, 2, 6, 7, 4, 5, 8, 3): 0
(1, 2, 6, 7, 4, 8, 3, 5): 0
(1, 2, 6, 7, 4, 8, 5, 3): 0
(1, 2, 6, 7, 5, 3, 4, 8): 0
(1, 2, 6, 7, 5, 3, 8, 4): 0
(1, 2, 6, 7, 5, 4, 3, 8): 0
(1, 2, 6, 7, 5, 4, 8, 3): 0
(1, 2, 6, 7, 5, 8, 3, 4): 0
(1, 2, 6, 7, 5, 8, 4, 3): 0
(1, 2, 6, 7, 8, 3, 4, 5): 0
(1, 2, 6, 7, 8, 3, 5, 4): 0
